,VenueId,VenueName,VenueLatitude,VenueLongitude,CategoryId,VenueAddress,City,HierarchyLevel,CategoryName,Level1,Level2,Level3,Level4,Level5,MeshBlockCode,CityCode,StateCode,State,LgaCode,LgaName,Key,LgaGroup,VenueCount,EgmCount,TotalNgr,TotalNgrPerAdult,MachinesPer1000Adult,AvgNgrPerMachine,AggregateNgrPerLgaStr,AverageNgrPerVenueStr,TotalNgrPerAdultStr,AvgNgrPerMachineStr,RankTotalNgr,RankTotalNgrPerAdult,RankEgmsPer1000Adult,RankAvgNgrPerMachine,Address,PostalCode,Latitude,Longitude,People,MedianAge,HouseholdIncome,Dwellings
1718,4cc74cc194e1a093c9d8908b,The Bremen Hotel,-34.843904,138.698855,4bf58dd8d48988d116941735,"1220 Grand Jct Rd, Hope Valley SA 5090, Australia",Hope Valley,2,Bar,Nightlife Spot,Bar,,,,40188900000,40601,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Hope Valley SA 5090, Australia",5090,-34.843,138.702,7887.0,47,"1,081","3,120"
1719,4de51c732271bfb844da1e50,My House Bar,-34.883155,138.652823,4bf58dd8d48988d116941735,"44 James St, Campbelltown SA 5074, Australia",Campbelltown,2,Bar,Nightlife Spot,Bar,,,,40027041000,40211,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Campbelltown SA 5074, Australia",5074,-34.878,138.663,8152.0,41,"1,040","3,221"
1721,5cf21b8a67a9fe002ce33f4e,Boca Chica,-34.828276,138.688749,4bf58dd8d48988d116941735,"191 Reservoir Rd, Modbury SA 5092, Australia",Modbury,2,Bar,Nightlife Spot,Bar,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
1722,4ccaa081b7d9a14357d1fd36,Marche Italian Club,-34.87599,138.671571,4bf58dd8d48988d116941735,"51 Gorge Rd, Paradise SA 5075, Australia",Paradise,2,Bar,Nightlife Spot,Bar,,,,40023650000,41090,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Paradise SA 5075, Australia",5075,-34.872,138.676,6776.0,43,"1,192","2,582"
1736,536f64e3498edac1046cc2cd,lower light hotel,-34.79150755895262,138.71308149179214,4bf58dd8d48988d116941735,"36 Mariners Dr, Surrey Downs SA 5126, Australia",Surrey Downs,2,Bar,Nightlife Spot,Bar,,,,40181941000,41396,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Surrey Downs SA 5126, Australia",5126,-34.801,138.712,3326.0,37,"1,445","1,259"
1737,4cf83e687b44224b140ace05,Pappa D's,-34.797411,138.698604,4bf58dd8d48988d116941735,"18 Triller Ct, Wynn Vale SA 5127, Australia",Wynn Vale,2,Bar,Nightlife Spot,Bar,,,,40185510000,41648,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Wynn Vale SA 5127, Australia",5127,-34.802,138.69,7756.0,41,"1,490","2,947"
1738,4bd67f7e6f649521780271ec,Village Tavern,-34.78995315318986,138.69649398535765,4bf58dd8d48988d116941735,"Cnr Grove Way &, The Golden Way, Golden Grove SA 5125, Australia",Golden Grove,2,Bar,Nightlife Spot,Bar,,,,40184101000,40511,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Golden Grove SA 5125, Australia",5125,-34.7838889,138.7061111,10237.0,42,"1,519","3,763"
1747,4e9009127ee60278a5ae9141,Northside,-34.825473,138.696101,4d4b7105d754a06376d81259,"21 View St, Ridgehaven SA 5097, Australia",Ridgehaven,1,Nightlife Spot,Nightlife Spot,,,,,40180990000,41244,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Ridgehaven SA 5097, Australia",5097,-34.822,138.704,4008.0,42,"1,112","1,660"
1749,4dba69b8fa8c2e303f246203,Buckley Cres,-34.8003253,138.7304122,4d4b7105d754a06376d81259,"5 Prestwick Ct, Fairview Park SA 5126, Australia",Fairview Park,1,Nightlife Spot,Nightlife Spot,,,,,40184140000,40424,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Fairview Park SA 5126, Australia",5126,-34.7999009,138.7316925,3600.0,40,"1,525","1,319"
1751,4c4ef1b892b6a5933d0ac270,Messy House,-34.854176,138.706773,4bf58dd8d48988d1d6941735,"24 Dene Rd, Highbury SA 5089, Australia",Highbury,2,Strip Club,Nightlife Spot,Strip Club,,,,40184360000,40581,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Highbury SA 5089, Australia",5089,-34.854,138.697,6588.0,42,"1,705","2,334"
1772,4dd5b700d4c05d5096c048c5,Blue Gums Hotel,-34.8005709177603,138.71789307427744,4bf58dd8d48988d1d5941735,"345 Hancock Rd, Fairview Park SA 5126, Australia",Fairview Park,3,Hotel Bar,Nightlife Spot,Bar,Hotel Bar,,,40184140000,40424,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Fairview Park SA 5126, Australia",5126,-34.7999009,138.7316925,3600.0,40,"1,525","1,319"
1774,4fcb0b74e4b07471e072f041,Tea Tree Gully RSL,-34.82338640758181,138.72655391693115,50328a8e91d4c4b30a586d6c,"15 Memorial Dr, Tea Tree Gully SA 5091, Australia",Tea Tree Gully,2,Non-Profit,Professional & Other Places,Non-Profit,,,,40184060000,41418,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Tea Tree Gully SA 5091, Australia",5091,-34.826,138.726,3244.0,43,"1,389","1,260"
1775,517bcb88e4b0ea4215fd9c12,Awesomeville,-34.874009,138.698946,50328a8e91d4c4b30a586d6c,"18E Maryvale Rd, Athelstone SA 5076, Australia",Athelstone,2,Non-Profit,Professional & Other Places,Non-Profit,,,,40023510000,40048,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Athelstone SA 5076, Australia",5076,-34.87,138.703,9149.0,43,"1,634","3,327"
1776,5124808e45b079729e241c21,Inbound Marketing Town,-34.83139,138.68621,50328a8e91d4c4b30a586d6c,"Unit 1/977-979 North East Road, Modbury SA 5092, Australia",Modbury,2,Non-Profit,Professional & Other Places,Non-Profit,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
1777,50f38221e4b0c827011dd200,Interwork,-34.82878207421706,138.69192643405998,50328a8e91d4c4b30a586d6c,"1030 North East Road, Modbury SA 5092, Australia",Modbury,2,Non-Profit,Professional & Other Places,Non-Profit,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
1778,5137c53fe4b0cb716969598c,Campbell Page,-34.83309,138.68771,50328a8e91d4c4b30a586d6c,"108-118 Reservoir Rd, Modbury SA 5092, Australia",Modbury,2,Non-Profit,Professional & Other Places,Non-Profit,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
1790,5185b29b498e46caf3ac1a30,Black Hill Conservation Park,-34.87451723855225,138.7011725165872,4bf58dd8d48988d159941735,"33 Marybank Terrace, Athelstone SA 5076, Australia",Athelstone,2,Trail,Outdoors & Recreation,Trail,,,,40023510000,40048,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Athelstone SA 5076, Australia",5076,-34.87,138.703,9149.0,43,"1,634","3,327"
1792,4cc938ebbfe1f04da19b0c75,Anstey Hill Recreation Park,-34.83012068484266,138.72886601935747,4bf58dd8d48988d159941735,"46 Perseverance Rd, Tea Tree Gully SA 5091, Australia",Tea Tree Gully,2,Trail,Outdoors & Recreation,Trail,,,,40184060000,41418,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Tea Tree Gully SA 5091, Australia",5091,-34.826,138.726,3244.0,43,"1,389","1,260"
1793,4d97f7ccaf3d236a132c32c7,Linear Park Duck Corner,-34.883057,138.65272,4bf58dd8d48988d159941735,"46 James St, Campbelltown SA 5074, Australia",Campbelltown,2,Trail,Outdoors & Recreation,Trail,,,,40027041000,40211,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Campbelltown SA 5074, Australia",5074,-34.878,138.663,8152.0,41,"1,040","3,221"
1794,4d433d2f3be6a09306fc9736,Linear Park Trail,-34.86164200562809,138.71118470726938,4bf58dd8d48988d159941735,"4 Dinham Rd, Athelstone SA 5076, Australia",Athelstone,2,Trail,Outdoors & Recreation,Trail,,,,40023510000,40048,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Athelstone SA 5076, Australia",5076,-34.87,138.703,9149.0,43,"1,634","3,327"
1799,50b3e153e4b05ae90b23ac24,Yatala Vale Walking Trail,-34.79531058394793,138.72219871876675,4bf58dd8d48988d159941735,"22 Vicenzo St, Fairview Park SA 5126, Australia",Fairview Park,2,Trail,Outdoors & Recreation,Trail,,,,40184140000,40424,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Fairview Park SA 5126, Australia",5126,-34.7999009,138.7316925,3600.0,40,"1,525","1,319"
1800,4e6c6034d1649db79998d0da,Surrey Downs Walking Trail,-34.795335810011046,138.72222164155454,4bf58dd8d48988d159941735,"22 Vicenzo St, Fairview Park SA 5126, Australia",Fairview Park,2,Trail,Outdoors & Recreation,Trail,,,,40184140000,40424,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Fairview Park SA 5126, Australia",5126,-34.7999009,138.7316925,3600.0,40,"1,525","1,319"
1804,51ca2e82498ecc701739ee8d,Portmarnock Street Park,-34.79531745843613,138.72220442574672,4bf58dd8d48988d159941735,"22 Vicenzo St, Fairview Park SA 5126, Australia",Fairview Park,2,Trail,Outdoors & Recreation,Trail,,,,40184140000,40424,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Fairview Park SA 5126, Australia",5126,-34.7999009,138.7316925,3600.0,40,"1,525","1,319"
1805,4f28f141e4b0f07a95af32b1,Ansteys Hill,-34.822671649942244,138.7313174326399,4bf58dd8d48988d159941735,"1370 North East Road, Tea Tree Gully SA 5091, Australia",Tea Tree Gully,2,Trail,Outdoors & Recreation,Trail,,,,40184060000,41418,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Tea Tree Gully SA 5091, Australia",5091,-34.826,138.726,3244.0,43,"1,389","1,260"
1807,4f07c6fbd5fba9e85ba6cc5d,The Batcave,-34.88195289097914,138.69539737701416,4bf58dd8d48988d1e4941735,"2 Castle St, Athelstone SA 5076, Australia",Athelstone,2,Campground,Outdoors & Recreation,Campground,,,,40023510000,40048,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Athelstone SA 5076, Australia",5076,-34.87,138.703,9149.0,43,"1,634","3,327"
1817,4e0ffa9a6284edb6bacb1c6c,Athelstone Recreation Reserve,-34.86431835195258,138.70049138036683,4cce455aebf7b749d5e191f5,"56 Griggs Dr, Athelstone SA 5076, Australia",Athelstone,3,Soccer Field,Outdoors & Recreation,Athletics & Sports,Soccer Field,,,40023510000,40048,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Athelstone SA 5076, Australia",5076,-34.87,138.703,9149.0,43,"1,634","3,327"
1819,50ff407de4b0ff892a04426b,Steve Woodcock Sports Centre,-34.884655,138.688978,4cce455aebf7b749d5e191f5,"13 Whites Ln, Newton SA 5074, Australia",Newton,3,Soccer Field,Outdoors & Recreation,Athletics & Sports,Soccer Field,,,40023600000,41020,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Newton SA 5074, Australia",5074,-34.880165,138.6815087,4788.0,41,"1,267","1,827"
1820,4d6b5b43790d370424b9e690,Burragah Reserve,-34.823549799034446,138.67212625346818,4cce455aebf7b749d5e191f5,"28 Alexander Ave, Modbury North SA 5092, Australia",Modbury North,3,Soccer Field,Outdoors & Recreation,Athletics & Sports,Soccer Field,,,40180970000,40893,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury North SA 5092, Australia",5092,-34.829,138.672,5626.0,39,"1,385","2,049"
1821,4db288186a23c6f1b05def1b,Campbelltown City Soccer Club,-34.883730181650776,138.6908730560113,4cce455aebf7b749d5e191f5,"69 Stradbroke Rd, Athelstone SA 5076, Australia",Athelstone,3,Soccer Field,Outdoors & Recreation,Athletics & Sports,Soccer Field,,,40023510000,40048,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Athelstone SA 5076, Australia",5076,-34.87,138.703,9149.0,43,"1,634","3,327"
1829,4e576528b0fbc75800b6a43b,Modbury Jets Soccer Club,-34.81784489643854,138.69655173386627,4cce455aebf7b749d5e191f5,"75 Golden Grove Rd, Ridgehaven SA 5097, Australia",Ridgehaven,3,Soccer Field,Outdoors & Recreation,Athletics & Sports,Soccer Field,,,40180990000,41244,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Ridgehaven SA 5097, Australia",5097,-34.822,138.704,4008.0,42,"1,112","1,660"
1831,4bea7d5362c0c92896dce0d4,Tea Tree Gully Junior Soccer Club,-34.793286991600304,138.71537046219458,4cce455aebf7b749d5e191f5,"Tilley Reserve, 416-418 Hancock Rd, Surrey Downs SA 5126, Australia",Surrey Downs,3,Soccer Field,Outdoors & Recreation,Athletics & Sports,Soccer Field,,,40181941000,41396,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Surrey Downs SA 5126, Australia",5126,-34.801,138.712,3326.0,37,"1,445","1,259"
1832,4e17bd8fd1648b83482c1008,Modbury Vista Soccer Club,-34.80279351573386,138.6861012575144,4cce455aebf7b749d5e191f5,"Stop 56 Richardson Dr - West side, Wynn Vale SA 5127, Australia",Wynn Vale,3,Soccer Field,Outdoors & Recreation,Athletics & Sports,Soccer Field,,,40185510000,41648,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Wynn Vale SA 5127, Australia",5127,-34.802,138.69,7756.0,41,"1,490","2,947"
1850,4d043ab637036dcbeb9a0ffb,Waterworld,-34.82125621,138.69661325,4bf58dd8d48988d15e941735,"Stop 45 Golden Grove Rd - East side, Ridgehaven SA 5097, Australia",Ridgehaven,2,Pool,Outdoors & Recreation,Pool,,,,40180990000,41244,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Ridgehaven SA 5097, Australia",5097,-34.822,138.704,4008.0,42,"1,112","1,660"
1851,4e276166ae60078b2fc0e314,Swimmies!,-34.883102,138.65264,4bf58dd8d48988d15e941735,"46 James St, Campbelltown SA 5074, Australia",Campbelltown,2,Pool,Outdoors & Recreation,Pool,,,,40027041000,40211,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Campbelltown SA 5074, Australia",5074,-34.878,138.663,8152.0,41,"1,040","3,221"
1859,4f25d7b9e4b01dc94d0f9b18,360 Fit,-34.84256217595949,138.70577407888507,4bf58dd8d48988d176941735,"1271-1275 Grand Jct Rd, Hope Valley SA 5090, Australia",Hope Valley,4,Gym,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Gym,,40188900000,40601,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Hope Valley SA 5090, Australia",5090,-34.843,138.702,7887.0,47,"1,081","3,120"
1860,515a5a7770438761656f7a96,Anytime Fitness Athelstone,-34.87128,138.70131,4bf58dd8d48988d176941735,"328 Gorge Rd, Athelstone SA 5076, Australia",Athelstone,4,Gym,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Gym,,40023510000,40048,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Athelstone SA 5076, Australia",5076,-34.87,138.703,9149.0,43,"1,634","3,327"
1862,4ddd9edbfa769803ef8065f3,Fitness Centre,-34.883137,138.652718,4bf58dd8d48988d176941735,"44 James St, Campbelltown SA 5074, Australia",Campbelltown,4,Gym,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Gym,,40027041000,40211,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Campbelltown SA 5074, Australia",5074,-34.878,138.663,8152.0,41,"1,040","3,221"
1863,4fa77d03e4b0fed48347fcac,Snap Fitness,-34.82909766689172,138.6731205036252,4bf58dd8d48988d176941735,"429 Montague Rd, Modbury SA 5092, Australia",Modbury,4,Gym,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Gym,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
1865,4ee82364a69d4c7d879e4304,Anytime Fitness Modbury,-34.833408638015285,138.68736468302387,4bf58dd8d48988d176941735,"32-34 Smart Rd, Modbury SA 5092, Australia",Modbury,4,Gym,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Gym,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
1866,4dda2dc0e4cd37c893ec7803,Blacks Gym,-34.8649316,138.6897227,4bf58dd8d48988d176941735,"87 Mahogany Ave, Highbury SA 5089, Australia",Highbury,4,Gym,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Gym,,40184360000,40581,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Highbury SA 5089, Australia",5089,-34.854,138.697,6588.0,42,"1,705","2,334"
1867,5200b342498ecb30d53b4ec0,Bootcamp,-34.831265,138.676993,4bf58dd8d48988d176941735,"15 Pardoo Dr, Modbury SA 5092, Australia",Modbury,4,Gym,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Gym,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
1871,583b70a900841a1ae37469a1,Mytime Fitness,-34.876806,138.664301,4bf58dd8d48988d176941735,"633-635 Lower North East Rd, Campbelltown SA 5074, Australia",Campbelltown,4,Gym,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Gym,,40027041000,40211,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Campbelltown SA 5074, Australia",5074,-34.878,138.663,8152.0,41,"1,040","3,221"
1872,4fee4bb2e4b0c3c46d61e583,Jetts,-34.83442516364901,138.68155458852624,4bf58dd8d48988d176941735,"929 North East Road, Modbury SA 5092, Australia",Modbury,4,Gym,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Gym,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
